Fecha,Cod_Maq,Chofer,Modelo,Año,Litros,Km,Pasajeros
2024-12-24,BUS004,Luis Rojas,Hyundai County,2020,33.35,145,40
2024-12-24,BUS005,Ana Diaz,Volkswagen Crafter,2022,30.45,100,79
2024-12-24,BUS006,Luis Rojas,Volkswagen Crafter,2021,39.31,132,22
2024-12-24,BUS007,Ana Diaz,Hyundai County,2022,48.05,190,54
2024-12-24,BUS008,Ana Diaz,Iveco Daily,2018,29.04,127,74
2024-12-24,BUS009,Juan Perez,Iveco Daily,2020,52.58,156,52
2024-12-24,BUS010,Luis Rojas,Mercedes Sprinter,2021,59.25,243,24
2024-12-25,BUS001,Ana Diaz,Volkswagen Crafter,2020,69.77,268,66
2024-12-25,BUS002,Maria Soto,Renault Master,2019,53.64,175,50
2024-12-25,BUS003,Pedro Torres,Hyundai County,2021,63.77,191,37
2024-12-25,BUS004,Juan Perez,Mercedes Sprinter,2021,34.14,143,45
2024-12-25,BUS005,Luis Rojas,Renault Master,2019,66.06,220,70
2024-12-25,BUS006,Ana Diaz,Mercedes Sprinter,2020,45.92,159,44
2024-12-25,BUS007,Ana Diaz,Iveco Daily,2021,48.06,155,78
2024-12-25,BUS008,Maria Soto,Renault Master,2019,59.49,223,58
2024-12-25,BUS009,Luis Rojas,Volkswagen Crafter,2022,109.06,288,51
2024-12-25,BUS010,Maria Soto,Volkswagen Crafter,2019,35.86,117,58
2024-12-26,BUS001,Ana Diaz,Iveco Daily,2022,42.98,170,72
2024-12-26,BUS002,Juan Perez,Iveco Daily,2019,44.27,193,30
2024-12-26,BUS003,Maria Soto,Renault Master,2020,47.43,160,23
2024-12-26,BUS004,Maria Soto,Hyundai County,2022,37.46,124,39
2024-12-26,BUS005,Juan Perez,Iveco Daily,2020,51.61,213,73
2024-12-26,BUS006,Pedro Torres,Mercedes Sprinter,2020,74.51,265,66
2024-12-26,BUS007,Ana Diaz,Volkswagen Crafter,2018,34.31,100,41
2024-12-26,BUS008,Ana Diaz,Iveco Daily,2022,38.54,161,33
2024-12-26,BUS009,Maria Soto,Volkswagen Crafter,2018,56.1,204,77
2024-12-26,BUS010,Ana Diaz,Mercedes Sprinter,2019,42.51,112,21
2024-12-27,BUS001,Maria Soto,Hyundai County,2022,68.33,283,70
2024-12-27,BUS002,Ana Diaz,Volkswagen Crafter,2019,80.56,281,26
2024-12-27,BUS003,Juan Perez,Volkswagen Crafter,2020,56.98,144,49
2024-12-27,BUS004,Maria Soto,Volkswagen Crafter,2018,36.19,141,34
2024-12-27,BUS005,Ana Diaz,Mercedes Sprinter,2019,51.43,159,62
2024-12-27,BUS006,Juan Perez,Volkswagen Crafter,2019,78.99,264,67
2024-12-27,BUS007,Ana Diaz,Iveco Daily,2022,95.18,282,60
2024-12-27,BUS008,Juan Perez,Iveco Daily,2018,62.07,206,50
2024-12-27,BUS009,Luis Rojas,Iveco Daily,2021,70.78,179,75
2024-12-27,BUS010,Juan Perez,Hyundai County,2021,82.01,271,47
2024-12-28,BUS001,Pedro Torres,Renault Master,2019,45.71,131,69
2024-12-28,BUS002,Luis Rojas,Volkswagen Crafter,2021,54.82,245,28
2024-12-28,BUS003,Maria Soto,Volkswagen Crafter,2021,63.25,234,62
2024-12-28,BUS004,Ana Diaz,Mercedes Sprinter,2019,53.42,234,22
2024-12-28,BUS005,Maria Soto,Iveco Daily,2019,68.33,244,65
2024-12-28,BUS006,Pedro Torres,Iveco Daily,2022,63.18,213,41
2024-12-28,BUS007,Maria Soto,Volkswagen Crafter,2021,31.43,103,25
2024-12-28,BUS008,Luis Rojas,Hyundai County,2019,66.36,265,45
2024-12-28,BUS009,Juan Perez,Iveco Daily,2022,32.91,116,54
2024-12-28,BUS010,Ana Diaz,Mercedes Sprinter,2021,37.27,130,54
2024-12-29,BUS001,Maria Soto,Hyundai County,2020,74.37,243,37
2024-12-29,BUS002,Pedro Torres,Renault Master,2020,60.63,210,67
2024-12-29,BUS003,Ana Diaz,Iveco Daily,2018,61.9,254,71
2024-12-29,BUS004,Luis Rojas,Hyundai County,2018,78.13,272,47
2024-12-29,BUS005,Ana Diaz,Hyundai County,2022,51.63,202,28
2024-12-29,BUS006,Ana Diaz,Iveco Daily,2018,72.65,242,54
2024-12-29,BUS007,Pedro Torres,Mercedes Sprinter,2020,66.61,196,74
2024-12-29,BUS008,Ana Diaz,Volkswagen Crafter,2022,50.91,176,20
2024-12-29,BUS009,Maria Soto,Iveco Daily,2020,69.55,192,44
2024-12-29,BUS010,Ana Diaz,Iveco Daily,2020,54.82,191,62
2024-12-30,BUS001,Juan Perez,Mercedes Sprinter,2019,85.09,283,22
2024-12-30,BUS002,Ana Diaz,Volkswagen Crafter,2019,43.87,114,20
2024-12-30,BUS003,Maria Soto,Iveco Daily,2019,49.5,148,48
2024-12-30,BUS004,Maria Soto,Mercedes Sprinter,2018,45.58,125,62
2024-12-30,BUS005,Maria Soto,Mercedes Sprinter,2022,57.8,192,52
2024-12-30,BUS006,Juan Perez,Volkswagen Crafter,2020,43.32,170,51
2024-12-30,BUS007,Maria Soto,Volkswagen Crafter,2020,81.6,217,70
2024-12-30,BUS008,Maria Soto,Hyundai County,2018,59.58,180,20
2024-12-30,BUS009,Maria Soto,Hyundai County,2018,50.39,213,66
2024-12-30,BUS010,Ana Diaz,Mercedes Sprinter,2021,94.09,267,33
2024-12-31,BUS001,Luis Rojas,Volkswagen Crafter,2022,49.28,199,64
2024-12-31,BUS002,Ana Diaz,Renault Master,2020,85.06,219,52
2024-12-31,BUS003,Ana Diaz,Renault Master,2021,103.44,282,32
2024-12-31,BUS004,Maria Soto,Mercedes Sprinter,2022,28.47,128,34
2024-12-31,BUS005,Luis Rojas,Iveco Daily,2018,38.12,123,29
2024-12-31,BUS006,Juan Perez,Mercedes Sprinter,2021,65.31,281,68
2024-12-31,BUS007,Ana Diaz,Volkswagen Crafter,2019,74.78,244,63
2024-12-31,BUS008,Ana Diaz,Renault Master,2019,72.54,272,65
2024-12-31,BUS009,Maria Soto,Iveco Daily,2020,40.24,154,21
2024-12-31,BUS010,Maria Soto,Mercedes Sprinter,2021,92.51,263,45
2025-01-01,BUS001,Luis Rojas,Iveco Daily,2018,80.33,210,22
2025-01-01,BUS002,Maria Soto,Mercedes Sprinter,2018,56.47,201,21
2025-01-01,BUS003,Maria Soto,Hyundai County,2020,46.6,194,49
2025-01-01,BUS004,Ana Diaz,Renault Master,2022,104.77,270,26
2025-01-01,BUS005,Pedro Torres,Renault Master,2022,44.6,123,23
2025-01-01,BUS006,Luis Rojas,Hyundai County,2018,61.41,227,24
2025-01-01,BUS007,Juan Perez,Renault Master,2022,50.5,154,49
2025-01-01,BUS008,Luis Rojas,Hyundai County,2021,38.32,128,45
2025-01-01,BUS009,Ana Diaz,Hyundai County,2020,30.46,136,70
2025-01-01,BUS010,Juan Perez,Renault Master,2021,99.18,280,78
2025-01-02,BUS001,Juan Perez,Hyundai County,2018,62.56,221,68
2025-01-02,BUS002,Pedro Torres,Hyundai County,2019,66.23,220,60
2025-01-02,BUS003,Juan Perez,Renault Master,2018,67.41,205,73
2025-01-02,BUS004,Maria Soto,Hyundai County,2018,60.57,226,54
2025-01-02,BUS005,Ana Diaz,Iveco Daily,2021,55.97,190,51
2025-01-02,BUS006,Pedro Torres,Mercedes Sprinter,2020,40.11,163,48
2025-01-02,BUS007,Ana Diaz,Iveco Daily,2018,84.64,262,27
2025-01-02,BUS008,Ana Diaz,Iveco Daily,2018,46.14,128,49
2025-01-02,BUS009,Ana Diaz,Renault Master,2019,81.36,248,21
2025-01-02,BUS010,Maria Soto,Hyundai County,2022,101.33,277,53
2025-01-03,BUS001,Ana Diaz,Hyundai County,2021,78.79,230,23
2025-01-03,BUS002,Luis Rojas,Mercedes Sprinter,2022,43.09,186,39
2025-01-03,BUS003,Juan Perez,Mercedes Sprinter,2022,63.95,252,61
2025-01-03,BUS004,Maria Soto,Iveco Daily,2022,88.43,238,45
2025-01-03,BUS005,Pedro Torres,Iveco Daily,2019,37.8,122,67
2025-01-03,BUS006,Luis Rojas,Iveco Daily,2019,39.47,119,43
2025-01-03,BUS007,Luis Rojas,Hyundai County,2018,50.4,130,76
2025-01-03,BUS008,Luis Rojas,Mercedes Sprinter,2018,52.11,177,32
2025-01-03,BUS009,Juan Perez,Renault Master,2019,73.92,262,74
2025-01-03,BUS010,Juan Perez,Hyundai County,2022,86.76,299,50
2025-01-04,BUS001,Ana Diaz,Renault Master,2021,60.06,237,61
2025-01-04,BUS002,Maria Soto,Iveco Daily,2021,29.16,122,39
2025-01-04,BUS003,Ana Diaz,Hyundai County,2019,37.55,128,70
2025-01-04,BUS004,Pedro Torres,Hyundai County,2019,93.27,273,39
2025-01-04,BUS005,Ana Diaz,Volkswagen Crafter,2020,39.48,160,26
2025-01-04,BUS006,Pedro Torres,Hyundai County,2021,64.53,169,63
2025-01-04,BUS007,Juan Perez,Mercedes Sprinter,2018,69.01,290,22
2025-01-04,BUS008,Luis Rojas,Volkswagen Crafter,2022,59.58,181,57
2025-01-04,BUS009,Juan Perez,Mercedes Sprinter,2021,30.56,109,26
2025-01-04,BUS010,Pedro Torres,Iveco Daily,2018,71.47,244,77
2025-01-05,BUS001,Juan Perez,Renault Master,2018,49.82,213,70
2025-01-05,BUS002,Pedro Torres,Volkswagen Crafter,2019,48.86,132,66
2025-01-05,BUS003,Ana Diaz,Mercedes Sprinter,2021,75.71,194,27
2025-01-05,BUS004,Luis Rojas,Hyundai County,2019,63.01,175,76
2025-01-05,BUS005,Juan Perez,Renault Master,2019,63.83,182,51
2025-01-05,BUS006,Pedro Torres,Iveco Daily,2018,41.68,162,32
2025-01-05,BUS007,Maria Soto,Hyundai County,2021,57.96,191,25
2025-01-05,BUS008,Juan Perez,Hyundai County,2018,79.15,235,44
2025-01-05,BUS009,Luis Rojas,Mercedes Sprinter,2018,51.34,185,42
2025-01-05,BUS010,Ana Diaz,Renault Master,2019,55.4,167,66
2025-01-06,BUS001,Ana Diaz,Renault Master,2021,27.08,120,60
2025-01-06,BUS002,Juan Perez,Mercedes Sprinter,2020,47.66,165,68
2025-01-06,BUS003,Juan Perez,Renault Master,2019,33.84,115,77
2025-01-06,BUS004,Maria Soto,Hyundai County,2018,55.17,186,53
2025-01-06,BUS005,Pedro Torres,Hyundai County,2019,65.57,260,42
2025-01-06,BUS006,Juan Perez,Renault Master,2018,46.67,140,53
2025-01-06,BUS007,Maria Soto,Iveco Daily,2018,60.76,223,34
2025-01-06,BUS008,Pedro Torres,Hyundai County,2021,40.61,141,42
2025-01-06,BUS009,Pedro Torres,Hyundai County,2022,28.6,116,69
2025-01-06,BUS010,Pedro Torres,Mercedes Sprinter,2020,31.5,135,55
2025-01-07,BUS001,Juan Perez,Hyundai County,2020,41.28,147,74
2025-01-07,BUS002,Pedro Torres,Iveco Daily,2018,46.18,194,35
2025-01-07,BUS003,Luis Rojas,Renault Master,2021,56.05,167,32
2025-01-07,BUS004,Ana Diaz,Mercedes Sprinter,2022,58.56,215,25
2025-01-07,BUS005,Luis Rojas,Renault Master,2021,70.98,253,48
2025-01-07,BUS006,Luis Rojas,Renault Master,2021,38.26,102,79
2025-01-07,BUS007,Luis Rojas,Mercedes Sprinter,2021,79.03,290,62
2025-01-07,BUS008,Luis Rojas,Renault Master,2019,53.39,175,27
2025-01-07,BUS009,Pedro Torres,Mercedes Sprinter,2021,38.65,167,29
2025-01-07,BUS010,Ana Diaz,Renault Master,2020,63.77,214,55
2025-01-08,BUS001,Ana Diaz,Mercedes Sprinter,2018,43.96,165,69
2025-01-08,BUS002,Maria Soto,Renault Master,2020,41.08,113,73
2025-01-08,BUS003,Luis Rojas,Hyundai County,2021,106.46,270,65
2025-01-08,BUS004,Luis Rojas,Iveco Daily,2020,38.27,121,21
2025-01-08,BUS005,Luis Rojas,Iveco Daily,2019,85.11,266,38
2025-01-08,BUS006,Luis Rojas,Mercedes Sprinter,2018,65.86,243,67
2025-01-08,BUS007,Maria Soto,Iveco Daily,2020,26.12,117,40
2025-01-08,BUS008,Pedro Torres,Mercedes Sprinter,2021,53.25,238,23
2025-01-08,BUS009,Maria Soto,Hyundai County,2022,39.04,124,49
2025-01-08,BUS010,Maria Soto,Iveco Daily,2021,89.93,272,76
2025-01-09,BUS001,Pedro Torres,Renault Master,2019,62.39,160,53
2025-01-09,BUS002,Luis Rojas,Renault Master,2019,64.94,236,57
2025-01-09,BUS003,Juan Perez,Hyundai County,2022,30.14,104,71
2025-01-09,BUS004,Maria Soto,Hyundai County,2022,70.42,185,23
2025-01-09,BUS005,Luis Rojas,Iveco Daily,2019,27.82,108,46
2025-01-09,BUS006,Maria Soto,Renault Master,2018,55.75,237,61
2025-01-09,BUS007,Pedro Torres,Renault Master,2022,42.22,160,25
2025-01-09,BUS008,Luis Rojas,Renault Master,2021,36.58,161,77
2025-01-09,BUS009,Luis Rojas,Renault Master,2019,95.58,297,75
2025-01-09,BUS010,Ana Diaz,Iveco Daily,2022,91.03,286,44
2025-01-10,BUS001,Juan Perez,Renault Master,2020,80.15,286,23
2025-01-10,BUS002,Maria Soto,Volkswagen Crafter,2019,47.3,203,51
2025-01-10,BUS003,Juan Perez,Iveco Daily,2020,55.97,219,54
2025-01-10,BUS004,Ana Diaz,Hyundai County,2022,40.8,173,25
2025-01-10,BUS005,Juan Perez,Renault Master,2021,70.02,270,78
2025-01-10,BUS006,Juan Perez,Hyundai County,2018,80.92,280,44
2025-01-10,BUS007,Luis Rojas,Volkswagen Crafter,2022,49.19,194,36
2025-01-10,BUS008,Juan Perez,Iveco Daily,2022,102.14,274,73
2025-01-10,BUS009,Luis Rojas,Renault Master,2019,68.59,282,54
2025-01-10,BUS010,Juan Perez,Renault Master,2021,66.45,192,23
2025-01-11,BUS001,Juan Perez,Mercedes Sprinter,2022,30.94,127,59
2025-01-11,BUS002,Pedro Torres,Hyundai County,2022,79.43,246,79
2025-01-11,BUS003,Ana Diaz,Volkswagen Crafter,2020,92.32,284,27
2025-01-11,BUS004,Juan Perez,Volkswagen Crafter,2021,54.19,150,43
2025-01-11,BUS005,Ana Diaz,Iveco Daily,2018,29.27,124,76
2025-01-11,BUS006,Luis Rojas,Iveco Daily,2019,61.74,182,29
2025-01-11,BUS007,Maria Soto,Volkswagen Crafter,2020,34.58,155,75
2025-01-11,BUS008,Luis Rojas,Mercedes Sprinter,2019,58.43,170,77
2025-01-11,BUS009,Ana Diaz,Volkswagen Crafter,2018,69.05,223,79
2025-01-11,BUS010,Juan Perez,Mercedes Sprinter,2018,51.37,169,56
2025-01-12,BUS001,Ana Diaz,Hyundai County,2021,97.59,289,73
2025-01-12,BUS002,Luis Rojas,Renault Master,2019,77.57,299,48
2025-01-12,BUS003,Juan Perez,Volkswagen Crafter,2022,70.87,259,30
2025-01-12,BUS004,Ana Diaz,Mercedes Sprinter,2019,92.99,233,52
2025-01-12,BUS005,Luis Rojas,Hyundai County,2018,42.99,117,29
2025-01-12,BUS006,Luis Rojas,Hyundai County,2020,62.79,189,20
2025-01-12,BUS007,Pedro Torres,Iveco Daily,2022,47.16,162,58
2025-01-12,BUS008,Maria Soto,Volkswagen Crafter,2019,26.45,109,26
2025-01-12,BUS009,Pedro Torres,Mercedes Sprinter,2018,35.61,155,48
2025-01-12,BUS010,Ana Diaz,Volkswagen Crafter,2018,34.06,111,39
2025-01-13,BUS001,Pedro Torres,Renault Master,2022,34.48,125,77
2025-01-13,BUS002,Juan Perez,Mercedes Sprinter,2020,28.08,111,77
2025-01-13,BUS003,Juan Perez,Renault Master,2019,99.43,281,64
2025-01-13,BUS004,Luis Rojas,Renault Master,2018,42.09,134,45
2025-01-13,BUS005,Luis Rojas,Mercedes Sprinter,2018,38.52,124,78
2025-01-13,BUS006,Pedro Torres,Mercedes Sprinter,2018,48.39,178,25
2025-01-13,BUS007,Ana Diaz,Renault Master,2022,96.01,279,40
2025-01-13,BUS008,Juan Perez,Renault Master,2021,41.53,170,48
2025-01-13,BUS009,Maria Soto,Renault Master,2020,54.23,195,78
2025-01-13,BUS010,Juan Perez,Mercedes Sprinter,2018,62.14,168,41
2025-01-14,BUS001,Luis Rojas,Hyundai County,2021,46.6,117,69
2025-01-14,BUS002,Maria Soto,Volkswagen Crafter,2020,55.75,213,21
2025-01-14,BUS003,Maria Soto,Mercedes Sprinter,2019,70.45,240,34
2025-01-14,BUS004,Juan Perez,Iveco Daily,2021,91.93,296,56
2025-01-14,BUS005,Ana Diaz,Iveco Daily,2018,53.16,230,71
2025-01-14,BUS006,Luis Rojas,Hyundai County,2022,54.31,223,49
2025-01-14,BUS007,Maria Soto,Mercedes Sprinter,2019,40.23,117,55
2025-01-14,BUS008,Juan Perez,Iveco Daily,2020,57.88,260,67
2025-01-14,BUS009,Ana Diaz,Renault Master,2021,93.31,267,26
2025-01-14,BUS010,Maria Soto,Hyundai County,2022,49.44,156,72
2025-01-15,BUS001,Maria Soto,Hyundai County,2020,44.34,155,78
2025-01-15,BUS002,Luis Rojas,Volkswagen Crafter,2021,36.49,157,50
2025-01-15,BUS003,Pedro Torres,Mercedes Sprinter,2021,65.93,207,29
2025-01-15,BUS004,Ana Diaz,Iveco Daily,2020,71.71,266,56
2025-01-15,BUS005,Juan Perez,Volkswagen Crafter,2021,35.58,147,71
2025-01-15,BUS006,Juan Perez,Mercedes Sprinter,2018,68.02,281,30
2025-01-15,BUS007,Juan Perez,Renault Master,2019,107.68,298,48
2025-01-15,BUS008,Luis Rojas,Volkswagen Crafter,2020,45.28,172,29
2025-01-15,BUS009,Maria Soto,Renault Master,2020,84.61,283,28
2025-01-15,BUS010,Maria Soto,Volkswagen Crafter,2019,68.57,196,43
2025-01-16,BUS001,Ana Diaz,Volkswagen Crafter,2020,42.35,108,38
2025-01-16,BUS002,Pedro Torres,Mercedes Sprinter,2019,63.39,233,30
2025-01-16,BUS003,Juan Perez,Iveco Daily,2020,66.22,224,77
2025-01-16,BUS004,Maria Soto,Iveco Daily,2021,53.23,141,40
2025-01-16,BUS005,Ana Diaz,Volkswagen Crafter,2019,30.62,119,47
2025-01-16,BUS006,Luis Rojas,Hyundai County,2019,64.96,187,79
2025-01-16,BUS007,Maria Soto,Mercedes Sprinter,2019,57.45,239,59
2025-01-16,BUS008,Maria Soto,Renault Master,2022,59.84,153,60
2025-01-16,BUS009,Pedro Torres,Volkswagen Crafter,2020,35.32,144,28
2025-01-16,BUS010,Juan Perez,Hyundai County,2020,73.77,289,66
2025-01-17,BUS001,Luis Rojas,Hyundai County,2019,40.3,104,63
2025-01-17,BUS002,Maria Soto,Iveco Daily,2019,87.15,249,38
2025-01-17,BUS003,Juan Perez,Iveco Daily,2021,63.12,258,42
2025-01-17,BUS004,Luis Rojas,Iveco Daily,2019,60.15,269,45
2025-01-17,BUS005,Pedro Torres,Iveco Daily,2018,56.87,240,22
2025-01-17,BUS006,Maria Soto,Volkswagen Crafter,2020,50.69,221,22
2025-01-17,BUS007,Juan Perez,Mercedes Sprinter,2022,57.95,154,77
2025-01-17,BUS008,Luis Rojas,Hyundai County,2019,46.42,162,58
2025-01-17,BUS009,Maria Soto,Volkswagen Crafter,2019,70.71,225,28
2025-01-17,BUS010,Ana Diaz,Mercedes Sprinter,2021,53.27,209,72
2025-01-18,BUS001,Luis Rojas,Volkswagen Crafter,2020,47.33,182,43
2025-01-18,BUS002,Pedro Torres,Mercedes Sprinter,2022,58.65,248,58
2025-01-18,BUS003,Pedro Torres,Renault Master,2021,56.41,161,24
2025-01-18,BUS004,Juan Perez,Renault Master,2018,87.53,241,61
2025-01-18,BUS005,Ana Diaz,Mercedes Sprinter,2022,84.02,277,23
2025-01-18,BUS006,Pedro Torres,Renault Master,2019,60.21,171,36
2025-01-18,BUS007,Juan Perez,Iveco Daily,2018,57.32,213,45
2025-01-18,BUS008,Maria Soto,Iveco Daily,2022,72.86,206,64
2025-01-18,BUS009,Luis Rojas,Renault Master,2021,50.71,216,67
2025-01-18,BUS010,Pedro Torres,Volkswagen Crafter,2018,36.85,146,27
2025-01-19,BUS001,Luis Rojas,Iveco Daily,2018,63.05,170,72
2025-01-19,BUS002,Pedro Torres,Mercedes Sprinter,2021,54.47,241,71
2025-01-19,BUS003,Pedro Torres,Hyundai County,2020,49.43,172,36
2025-01-19,BUS004,Ana Diaz,Iveco Daily,2018,26.64,111,38
2025-01-19,BUS005,Juan Perez,Mercedes Sprinter,2020,39.31,140,25
2025-01-19,BUS006,Pedro Torres,Mercedes Sprinter,2019,56.09,158,43
2025-01-19,BUS007,Juan Perez,Renault Master,2022,81.91,243,25
2025-01-19,BUS008,Pedro Torres,Hyundai County,2019,74.7,264,53
2025-01-19,BUS009,Luis Rojas,Volkswagen Crafter,2018,56.26,191,47
2025-01-19,BUS010,Luis Rojas,Mercedes Sprinter,2022,48.17,180,41
2025-01-20,BUS001,Pedro Torres,Hyundai County,2020,98.84,278,71
2025-01-20,BUS002,Maria Soto,Hyundai County,2022,34.72,129,37
2025-01-20,BUS003,Luis Rojas,Mercedes Sprinter,2020,57.6,198,53
2025-01-20,BUS004,Pedro Torres,Renault Master,2019,46.16,141,43
2025-01-20,BUS005,Ana Diaz,Hyundai County,2018,79.48,266,37
2025-01-20,BUS006,Luis Rojas,Renault Master,2018,61.94,176,70
2025-01-20,BUS007,Maria Soto,Renault Master,2018,44.23,186,49
2025-01-20,BUS008,Pedro Torres,Iveco Daily,2019,74.07,258,63
2025-01-20,BUS009,Pedro Torres,Hyundai County,2018,60.32,191,44
2025-01-20,BUS010,Ana Diaz,Iveco Daily,2022,77.23,207,26
2025-01-21,BUS001,Juan Perez,Renault Master,2021,77.63,208,38
2025-01-21,BUS002,Pedro Torres,Renault Master,2020,46.29,182,28
2025-01-21,BUS003,Juan Perez,Mercedes Sprinter,2022,53.99,211,57
2025-01-21,BUS004,Pedro Torres,Renault Master,2019,78.53,267,43
2025-01-21,BUS005,Luis Rojas,Mercedes Sprinter,2019,33.31,147,72
2025-01-21,BUS006,Luis Rojas,Renault Master,2021,64.4,281,64
2025-01-21,BUS007,Luis Rojas,Renault Master,2020,62.63,224,58
2025-01-21,BUS008,Ana Diaz,Mercedes Sprinter,2019,87.71,256,26
2025-01-21,BUS009,Pedro Torres,Renault Master,2020,45.59,136,42
2025-01-21,BUS010,Pedro Torres,Volkswagen Crafter,2020,38.63,137,23
2025-01-22,BUS001,Luis Rojas,Volkswagen Crafter,2018,44.68,143,42
2025-01-22,BUS002,Maria Soto,Iveco Daily,2019,36.05,159,79
2025-01-22,BUS003,Pedro Torres,Hyundai County,2019,29.38,107,35
2025-01-22,BUS004,Pedro Torres,Mercedes Sprinter,2022,95.72,268,24
2025-01-22,BUS005,Luis Rojas,Mercedes Sprinter,2020,64.08,241,45
2025-01-22,BUS006,Luis Rojas,Renault Master,2020,62.91,210,77
2025-01-22,BUS007,Luis Rojas,Volkswagen Crafter,2021,97.67,267,24
2025-01-22,BUS008,Pedro Torres,Volkswagen Crafter,2020,56.46,176,20
2025-01-22,BUS009,Juan Perez,Mercedes Sprinter,2021,76.45,281,27
2025-01-22,BUS010,Pedro Torres,Hyundai County,2020,59.65,252,43
2025-01-23,BUS001,Pedro Torres,Hyundai County,2021,42.43,127,22
2025-01-23,BUS002,Juan Perez,Iveco Daily,2021,57.39,227,39
2025-01-23,BUS003,Juan Perez,Renault Master,2021,40.3,161,64
2025-01-23,BUS004,Luis Rojas,Mercedes Sprinter,2021,56.89,204,61
2025-01-23,BUS005,Juan Perez,Volkswagen Crafter,2020,78.36,288,52
2025-01-23,BUS006,Maria Soto,Volkswagen Crafter,2020,61.07,273,67
2025-01-23,BUS007,Juan Perez,Volkswagen Crafter,2019,80.77,241,37
2025-01-23,BUS008,Pedro Torres,Renault Master,2019,54.51,234,68
2025-01-23,BUS009,Pedro Torres,Volkswagen Crafter,2019,57.05,226,32
2025-01-23,BUS010,Pedro Torres,Hyundai County,2020,101.68,283,76
2025-01-24,BUS001,Maria Soto,Hyundai County,2021,48.1,157,52
2025-01-24,BUS002,Maria Soto,Volkswagen Crafter,2020,76.9,243,42
2025-01-24,BUS003,Maria Soto,Hyundai County,2019,63.21,272,68
2025-01-24,BUS004,Maria Soto,Volkswagen Crafter,2018,68.42,281,78
2025-01-24,BUS005,Ana Diaz,Mercedes Sprinter,2020,45.06,152,46
2025-01-24,BUS006,Juan Perez,Iveco Daily,2021,88.68,274,25
2025-01-24,BUS007,Maria Soto,Renault Master,2019,52.38,154,37
2025-01-24,BUS008,Maria Soto,Renault Master,2019,33.95,115,64
2025-01-24,BUS009,Ana Diaz,Iveco Daily,2021,68.53,291,48
2025-01-24,BUS010,Juan Perez,Volkswagen Crafter,2021,31.84,121,72
2025-01-25,BUS001,Pedro Torres,Renault Master,2022,44.46,146,64
2025-01-25,BUS002,Juan Perez,Iveco Daily,2018,64.69,176,43
2025-01-25,BUS003,Juan Perez,Renault Master,2021,36.39,114,46
2025-01-25,BUS004,Pedro Torres,Iveco Daily,2021,97.71,271,27
2025-01-25,BUS005,Maria Soto,Iveco Daily,2021,77.21,221,71
2025-01-25,BUS006,Ana Diaz,Iveco Daily,2021,57.76,160,59
2025-01-25,BUS007,Luis Rojas,Mercedes Sprinter,2020,78.35,225,71
2025-01-25,BUS008,Pedro Torres,Iveco Daily,2018,58.15,261,40
2025-01-25,BUS009,Maria Soto,Renault Master,2019,91.54,260,60
2025-01-25,BUS010,Pedro Torres,Iveco Daily,2018,30.46,102,34
2025-01-26,BUS001,Pedro Torres,Hyundai County,2022,63.37,194,29
2025-01-26,BUS002,Maria Soto,Hyundai County,2019,55.97,222,48
2025-01-26,BUS003,Luis Rojas,Mercedes Sprinter,2021,31.42,116,41
2025-01-26,BUS004,Ana Diaz,Hyundai County,2019,81.6,251,40
2025-01-26,BUS005,Luis Rojas,Mercedes Sprinter,2019,39.44,150,75
2025-01-26,BUS006,Juan Perez,Hyundai County,2022,43.86,170,24
2025-01-26,BUS007,Juan Perez,Renault Master,2018,44.17,147,40
2025-01-26,BUS008,Luis Rojas,Hyundai County,2019,59.79,181,34
2025-01-26,BUS009,Luis Rojas,Mercedes Sprinter,2020,59.46,168,31
2025-01-26,BUS010,Pedro Torres,Iveco Daily,2022,39.39,161,56
2025-01-27,BUS001,Maria Soto,Volkswagen Crafter,2022,85.8,233,61
2025-01-27,BUS002,Ana Diaz,Mercedes Sprinter,2018,31.58,107,23
2025-01-27,BUS003,Pedro Torres,Mercedes Sprinter,2019,31.09,120,59
2025-01-27,BUS004,Juan Perez,Hyundai County,2022,28.71,124,72
2025-01-27,BUS005,Luis Rojas,Mercedes Sprinter,2020,72.49,262,60
2025-01-27,BUS006,Pedro Torres,Iveco Daily,2018,37.96,136,66
2025-01-27,BUS007,Ana Diaz,Volkswagen Crafter,2022,68.89,191,23
2025-01-27,BUS008,Pedro Torres,Mercedes Sprinter,2018,44.17,152,31
2025-01-27,BUS009,Luis Rojas,Mercedes Sprinter,2020,53.38,196,24
2025-01-27,BUS010,Maria Soto,Renault Master,2018,30.58,129,59
2025-01-28,BUS001,Luis Rojas,Renault Master,2019,33.43,106,35
2025-01-28,BUS002,Juan Perez,Iveco Daily,2019,36.78,151,42
2025-01-28,BUS003,Juan Perez,Mercedes Sprinter,2021,87.51,239,67
2025-01-28,BUS004,Juan Perez,Iveco Daily,2019,54.76,242,62
2025-01-28,BUS005,Maria Soto,Mercedes Sprinter,2018,85.49,225,34
2025-01-28,BUS006,Ana Diaz,Renault Master,2022,25.19,113,35
2025-01-28,BUS007,Ana Diaz,Volkswagen Crafter,2020,35.48,114,23
2025-01-28,BUS008,Ana Diaz,Mercedes Sprinter,2021,41.81,126,60
2025-01-28,BUS009,Maria Soto,Hyundai County,2018,45.53,152,28
